Código UFCD;UFCD;Carga Horária UFCD;Componente;Código Área de Formação;Designação Área de Formação;Código Qualificação;Qualificação;Nível QNQ;Nível QEQ
268;Execução de reparações em engenhos agrícolas tradicionais;50;Tecnológica;215;Artesanato;215012;Artífice de Ferro;2;2
269;Execução de tratamentos térmicos;25;Tecnológica;215;Artesanato;215012;Artífice de Ferro;2;2
270;Planificação de gradeamentos;50;Tecnológica;215;Artesanato;215012;Artífice de Ferro;2;2
271;Moldagem de gradeamentos;50;Tecnológica;215;Artesanato;215012;Artífice de Ferro;2;2
272;Ligação de gradeamentos por soldaduras e rebites;25;Tecnológica;215;Artesanato;215012;Artífice de Ferro;2;2
273;Remates, acabamentos e tratamentos de superfícies;25;Tecnológica;215;Artesanato;215012;Artífice de Ferro;2;2
274;Projetos simples de peças decorativas;50;Tecnológica;215;Artesanato;215012;Artífice de Ferro;2;2
274;Projetos simples de peças decorativas;50;Tecnológica;215;Artesanato;215245;Artesão/ã das Artes do Metal;4;4
275;Aplicação de efeitos no metal em peças decorativas;50;Tecnológica;215;Artesanato;215012;Artífice de Ferro;2;2
276;Ligação de diferentes metais ferrosos e não ferrosos;25;Tecnológica;215;Artesanato;215012;Artífice de Ferro;2;2
277;Técnicas de acabamento de peças decorativas;25;Tecnológica;215;Artesanato;215012;Artífice de Ferro;2;2
278;Demarcação e regularização de fundações de pavimentos;50;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
279;Distensão e regularização da almofada;50;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
280;Alinhamentos e marcações de pavimentos;50;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
281;Aplicação de calçada de calcário;50;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
283;Delimitação e marcação de superfícies;50;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
284;Implantação de calçada de calcário em pavimentos;25;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
285;Regularização e preparação da fundação em passeios para a pavimentação de calçada artística portuguesa;25;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
286;Preparação de recinto para treinos de pavimentação;25;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
287;Calcetamento de cubos de granito em fiadas oblíquas;25;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
288;Pavimentação de faixas de rodagem em calçada de cubos de granito;25;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
289;Pavimentação de calçada artística portuguesa em passeios com lancil;50;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
290;Pavimentação de calçada artística portuguesa em passeios com caleira;50;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
291;Construção de moldes para calçada artística portuguesa;50;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
292;Pavimentação com pedra grossa de calcário;25;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
293;Pavimentação em faixas de rodagem;25;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
296;Causas de deteriorização de pavimentos de calçada artística portuguesa;25;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
297;Manutenção e reparação de pavimentos de calçada artística portuguesa;50;Tecnológica;215;Artesanato;215013;Calceteiro/a;2;2
300;A arte de tanoar;25;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
301;Matérias e materiais - tanoaria;25;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
302;Generalidades de desenho;25;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
303;Madeiras novas e avinhadas - tratamento;50;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
304;Madeiras novas e avinhadas - moldagem;50;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
305;Madeiras novas e avinhadas - aparelhagem;50;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
306;Arcos de vasilhame de aduelas;25;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
307;Projeto de preparação de madeiras e ferragens;25;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
308;Técnicas de montagem de aduelas e arcos;50;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
309;Técnicas de montagem de tampos;50;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
310;Técnicas de ajustamento de aduelas;50;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
311;Acabamento de vasilhames de aduela;25;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
312;Técnicas de abertura do batoque;25;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
313;Projetos de miniaturas;25;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
314;Projeto e execução de miniatura - cuba;50;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
315;Projeto e execução de miniatura - pipa;50;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
316;Projeto e execução de miniatura - celha;50;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
317;Projeto e execução de miniatura - angureta;50;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
318;Projeto e execução de miniatura - caneca;50;Tecnológica;215;Artesanato;215014;Artífice Tanoeiro/a;2;2
319;Informação, documentação e arquivo - introdução;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
320;Interação com os utilizadores/clientes;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
321;Métodos e técnicas de tratamento físico de documentos;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
322;Organização e reestruturação de dados;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
323;Base de dados documentais;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
324;Análise e representação da informação;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
325;Pesquisa e disponibilização da informação;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
326;Teorias da comunicação;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
327;Comunicação oral e escrita em língua materna e estrangeira;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
327;Comunicação oral e escrita em língua materna e estrangeira;50;Tecnológica;761;Serviços de Apoio a Crianças e Jovens;761337;Técnico/a de Juventude;4;4
328;Comunicação interpessoal e institucional;25;Tecnológica;213;Audiovisuais e Produção dos Media;213006;Técnico/a de Multimédia;4;4
328;Comunicação interpessoal e institucional;25;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
328;Comunicação interpessoal e institucional;25;Tecnológica;862;Segurança e Higiene no Trabalho;862208;Técnico/a de Segurança no Trabalho;4;4
329;Sistemas de telecomunicações;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
330;Aplicações informáticas de gestão, de biblioteca e arquivo;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
331;Técnicas de produção e edição;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
332;Técnicas de gestão administrativa e financeira;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
334;Técnicas de gestão de aquisições e recursos de informação;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
335;Técnicas comerciais e de marketing;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
335;Técnicas comerciais e de marketing;50;Tecnológica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542291;Técnico/a Especialista em Comércio Moda;5;5
336;Técnicas de instalação e organização do espaço e equipamentos;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
338;Técnicas de diagnóstico e avaliação;25;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
339;Engenharia de formação;25;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
339;Engenharia de formação;25;Tecnológica;862;Segurança e Higiene no Trabalho;862208;Técnico/a de Segurança no Trabalho;4;4
340;Preocupações do mundo atual;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
341;Sociedade da Informação e do conhecimento;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
342;Políticas sociais, educacionais, científicas e tecnológicas;25;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
343;Quadro jurídico e administrativo europeu da gestão da informação;50;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
344;Cooperação, parcerias e redes;25;Tecnológica;322;Biblioteconomia, Arquivo e Documentação (BAD);322022;Técnico/a de Informação, Documentação e Comunicação;4;4
346;Princípios da gestão de armazém;50;Tecnológica;541;Indústrias Alimentares;541098;Operador/a de Transformação do Pescado;2;2
346;Princípios da gestão de armazém;50;Tecnológica;541;Indústrias Alimentares;541354;Técnico/a de Indústrias Alimentares;4;4
347;Armazenagem;50;Tecnológica;814;Serviços Domésticos;814251;Agente Funerário;2;2
348;Técnicas de merchandising;50;Tecnológica;341;Comércio;341024;Técnico/a Comercial;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;213;Audiovisuais e Produção dos Media;213371;Técnico/a de Artes Gráficas;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;213;Audiovisuais e Produção dos Media;213375;Técnico/a de Desenho Digital 3D;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;215;Artesanato;215019;Técnico/a de Vidro Artístico;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;215;Artesanato;215245;Artesão/ã das Artes do Metal;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;215;Artesanato;215247;Pintor/a Artístico/a em Azulejo;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;215;Artesanato;215249;Técnico/a de Pintura Decorativa;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;215;Artesanato;215293;Artesão/ã das Artes e Ofícios em Madeira - Marceneiro/a Embutidor/a;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;215;Artesanato;215294;Artesão/ã das Artes e Ofícios em Madeira - Marceneiro/a Entalhador/a;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;215;Artesanato;215352;Técnico/a de Construção de Instrumentos Musicais;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;225;História e Arqueologia;225020;Técnico/a de Museografia e Gestão do Património;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;225;História e Arqueologia;225021;Assistente de Arqueólogo/a;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Formação Geral e Científica;225;História e Arqueologia;225259;Técnico/a Especialista em Conservação e Restauro de Madeira (Escultura e Talha);5;5
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;341;Comércio;341024;Técnico/a Comercial;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;341;Comércio;341026;Operador/a de Logística;2;2
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;341;Comércio;341029;Técnico/a de Logística;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Formação Geral e Científica;341;Comércio;341306;Técnico/a Especialista em Comércio Internacional;5;5
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;341;Comércio;341339;Operador/a de Distribuição;2;2
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;341;Comércio;341340;Técnico/a de Distribuição;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;341;Comércio;341346;Técnico/a de Comunicação e Serviço Digital;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;521;Metalurgia e Metalomecânica;521043;Operador/a de Máquinas Ferramentas;2;2
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;521;Metalurgia e Metalomecânica;521044;Operador/a de Máquinas - Ferramenta CNC;2;2
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;521;Metalurgia e Metalomecânica;521046;Serralheiro/a Mecânico/a;2;2
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;521;Metalurgia e Metalomecânica;521047;Serralheiro/a Mecânico/a de Manutenção;2;2
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;521;Metalurgia e Metalomecânica;521048;Serralheiro/a de Moldes, Cunhos e Cortantes;2;2
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;521;Metalurgia e Metalomecânica;521051;Técnico/a de Manutenção Industrial de Metalurgia e Metalomecânica;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;521;Metalurgia e Metalomecânica;521052;Técnico/a de Maquinação e Programação CNC;4;4
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;521;Metalurgia e Metalomecânica;521057;Eletromecânico/a de Manutenção Industrial;2;2
349;Ambiente, Segurança, Higiene e Saúde no Trabalho - conceitos básicos;25;Tecnológica;521;Metalurgia e Metalomecânica;521058;Operador/a de Fundição Injetada;2;2
